tweet,class
"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies https://t.co/28af7bGWin",0
Sometimes I wonder if these are real people or just anti non jews trying to make jews look dumb. https://t.co/FDUtGTjA6G,0
@juhhsee why did you just bring in Jews into the equation randomly? you realize that it's antisemitic to compare every little thing to Nazism because it's desensitizing the very meaning of the word right?,0
"#SkipAIPAC NOW @MikeBloomberg 

Jews for ☮️

@jvplive
@jvpliveNY
@JVPBoston
@JVPBayArea
@ChicagoJVP
@nyujvp
@JVP_LA
@JVPColorado
@jvpgwu
@JVPIndiana
@JVPMKE
@jvpnola
@JVPSeattle
@JVPSanDiego
@JvpTucson
@JVPTwinCities
@JvpVassar
@JVPvile
@ifnotnoworg
@IfNotNowBoston
@IfNotNow_Bayc https://t.co/aiqVhYo3Tx",0
"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U",1
"👊   #MAGA The basis of  kikes ,for all one knows, is an example of the patriachy xD Fad ! 🗾 🐺 🚤 💁 👂 0⃣ 💢 🔴 💧 🌏 🆒 🐋",1
"Socially progressive Jews once every 7 1/2 years get to celebrate Berakhot 62a day, where we remember that one sage crawled under the bed of another to listen to him have sex with his wife as if he were a feral beast and then declared, ""It is Torah, and I must learn""",0
I JUST WANT TO BE AT A DODGER GAME DRINKING A SHIT TON OF BEER WHILE I DROOL OVER KIKES BOOTY,0
"This is so important. Defaming, gaslighting and abusing Jews must have legal consequences, and truth must eventually win out. Well done @RachelRileyRR and @MLewisLawyer for standing up to bullies.",0
@philipgiraldi American citizen shot dead by ZioNazis &amp; yet american govt is silent Fxxxxng unbelievable,1
So headchoppers and zionazi terrorists are conducting coordinated strikes against Syrian civilians . . what a surprise! https://t.co/wMZw08HAea,1
"Once and for all, as I’ve stated over and over again: Ashkenazi Jews are just as indigenous to Israel as any Jew. Recognizing Black Jews, Jews of Color, Mizrahi Jews does not negates any Jew’s connection to Israel. But y’all have to stop obsessing over how other Jews identify.",0
"@SmythEkin Oh, dear, little ZioNazi sympathiser is losing his marbles and becoming a potty-mouth when he loses his arguments - totally to be expected, of course..",1
"🏬 Nowadays, #MAGA What's happening with kikes today is evidence of the new arnott's shapes ? Won't hear this on mainstream media! :( 🌽 ⤵ 🚥 💒 🚶 🚔",1
"'Meet a Jew': Feeling like targets, these Jews are taking their case to the streets of N.Y.C. https://t.co/XoJfSZnkoA",0
"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""

Hard left = Far-right, two cheeks of the same arse.

#LabourAntisemitism",0
Yair Netanyahu ran a poll &amp; now knows for sure that Al Jazeera hates Jews https://t.co/K8pKYrTH4Y,0
@RBReich @repjohnlewis Right on to becoming a neoliberal ZioNazi thug,1
"Andrew Neil’s Spectator US is promoting a guy who wrote “10 Things I hate about Motherf*cking Jews”

Yet he spent hours lambasting the Labour Party for not dealing with anti-Semitism",0
"↙ According to a new study, #randum What's happening with kikes by and large might have been due to how many times the tax payer can be betrayed rawr xd",1
"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour !",1
@LeaoOpressor @loGABRlELinHeLL Hollywood já tá cheia de kikes e agora ganhou mais um...,0
"Fucking Jews, other franchises giving out way more shit for half court shots",1
"@BryceBealey @_Levantine @RuairiWood Take your spewed ZioNazi poison and spreading your reversed hate of Arabs and Palestinians and stick your foken label up your where the sun don't shine. #BDS
Zionism is HATE, #BDS their ass",1
"Gantz doesn’t want a government serving Jews and Arabs, he wants to use the Palestinians to kick Netanyahu out and then proceed with the same Greater Israel plan https://t.co/kZxsZO5qIB",0
@cjbanning @JimMead18283862 @CxTheonaut They were written by Jews,0
💏 SHOCKING!!! #Syria The media's one-sided view of kikes (I heard this from a friend) was due to Tasmanians rawr Sad :( 🐣 ⚠ 🍄 🇮🇹 🌏 ⬇ ✨ 🐼 🐵 🗼,1
@SpiritED_Sweet She wont get banned bc she only used tropes and dogwhistles. If she could say kikes and hymies she would,0
New York City’s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,0
"Prince Charles: 'Foreign Jews' to blame for Middle East turmoil 

...https://t.co/0jh8Lq0gm2",1
"""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.

https://t.co/FtIeCftAxK",0
"Soros is a pig and Rothschild Zionists abuse most nations. However, Jews need their homeland which is no worse or better than other nations. I believe in the Torah promises (and sanctions).",1
"@FlossSays @djwatson5 @sajidjavid @guardian What's your beef,? 🤣 

#PritiPatelAviv is Bully... get it? Bull !!! 
Ps - she's also a zionazi",1
"Bill Maher : But why the Jews, why do they have the kick me sign on their back?

Might have something to do with Usury, pornography, open borders, illegal organ harvesting, slavery, prostitution, gambling, transgenderism, wars, drugs (legal &amp; illegal) &amp; that’s just for starters https://t.co/fFlHSAH4Jb",0
💕   #lol The best thing about kikes in parliament will be the sale of nacotics rawr Bad ! 🐧 🐚 💘 🐯 〰 🐋 🔰 🎦 🐚 ⛅ 🚽 ✈,1
"@cenkuygur @BernieSanders #CenkUygur is another Antisemitic Democrat that attacks Christians &amp; Jews who disagree with his hateful Communist rhetoric.
He’s a paid tool for a domestic terrorist organization that’s ultimate goal is Jihad in America.
#DontCAIR 
#ResistIslam 
#CrusadeForChrist 
#Trump2020 https://t.co/3wxZUikG1D",0
"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
800K Views
77K Kikes
46K Cmts
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",0
"The man broke into a synagogue in the central Ukrainian city of Vinnytsia and was shouting “Beat up the kikes (Jews)."" #antisemitism

https://t.co/d2dg4qWUZS",0
"@adammp81 @cupid23g @DeanObeidallah @realDonaldTrump Another Nazi learned verbal tactic used by Zionazis in an effort to negate the nationhood and identity of the Palestinian people.  

Yawn !! https://t.co/hFnYk9Cmas",1
@PaulSorrentino3 They are ZioNazis,1
"What do the #TommyRobinson movement think about this Jews views on British white girls rape privilege?
Because , you’ve all been very very quiet about this 👇",1
“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma,0
"Trump has done more for kikes then any other president in the U.S., if the jews hate white american interest and hate trump they can fuck off back to the holy land and get recked by jihadist before i crusade for Jerusalem.",1
"This is ludicrous. We Jews do not control ""most governments."" We control all of them. You're never going to cast off Judaic domination if you can't even get your basic facts straight.",0
"Dear world leaders,

Thank you for respecting the memory of the millions of Jews murdered in the Holocaust.

Please also remember the living. 

Eradicate Antisemitism from your countries &amp; support the only reason another Holocaust cannot take place: the Jewish homeland, Israel.",0
"What happen when two indians and 2 Jews are kept in locked room without internet, mobile, food,water 

#IOKanOpenPrison https://t.co/govNevzXG9",0
"When Hitler killed millions of Jews، the family of the former king of Iran celebrated the killing of the Jews &amp; changed the name of my land from Persia to Iran! Just like the regime of Iran!
✔️But I promised my people to reinstate Persia &amp; The Cyrus Empire.
#HolocaustMemorialDay https://t.co/0kVCZDt2pS",0
"""Deportations of Hungarian Jews to Auschwitz""

The lesson about the extermination of the Hungarian Jews in Auschwitz, but also about the history of the Jews in this country before the Second World War &amp; during the period before the deportations. 

https://t.co/ZBX9GkLEPX",0
"""Free speech"" is when Jews say they will replace you.

""Hate speech"" is when you say they won't. https://t.co/LaEZwYpKzY",1
"🚔   #TIL The media's slanted view of kikes ,for all one knows, could have been due to not very trustworthy . Glad ? ⛺ ✋ 🇮🇹 🚉 😾 🙎 🔥 ⭐ 🐯 🍠 🚠 🚑",1
Zionazis,1
Robby @DocMartinDub is using social media to promote antisemitism and incite hatred towards Jews. His previous account @takethepss is suspended for hateful conduct. Please report him to the police for hate speech and to @Twitter for evading suspension. TA cc @CST_UK @GnasherJew https://t.co/Cjyq4GCyaL,0
"Jews got prayer out the schools, pornography to saturate the culture, abortion on demand, divorce with no fault.   If something traditional in America was being beaten you can be sure there was a Jew behind it.",1
"4 March 1943 | 1,000 Jews arrived at #Auschwitz from #Drancy. SS doctors sent 881 people to gas chambers. 19 women &amp; 100 men were registered. All men were sent to Sonderkommando. Among them was David Olère. After the war he showed his traumatic experience in drawings &amp; paintings. https://t.co/8pSSn1PKMo",0
"This  Hungarian ring in from the #Israeli zionazi squad has no authority to speak in the Australian parliament @JoshFrydenberg 
#auspol",1
@BaZinga79132539 @JadedCreative Some Jews oppose it. Most secular ones are not aware that Jewish tradition sees it as sexually damaging. https://t.co/TF2OMtqYhZ,0
"Please quote where and by whom this argument about Israel is made, or apologise to Jews in general who are the targets of your slur",0
"@4AnonxTruther @bethelight8911 @CarlDevitt @Belinda82308433 @Kt23kartracer Bush snr was a zionazi, his father was SS (shirff) who facilitated funding from the federal reserve gold holdings 1400 tonnes via switzerland to Hitler to feed their war machine, his son was part &amp; parcel of 911conspiracy to bring in patriot act &amp; forment WWIII",1
"It is #HolocaustMemorialDay. 

The Nazis targeted 

Jews
Romani people 
Disabled people 
Queer and trans people
People with the “wrong” political beliefs 
Slavs
and others. 

Never again means we all have to stand together when any of us is under attack. 

Never again is now.",0
"President Donald J Trump stands up for the Unborn. 
President Donald J Trump 
stands up for Christians and Jews. 
President Donald J Trump publicly gives thanks and honor to God.
I am so grateful for our President.
The hand of God is upon President Trump.
God bless our President.",0
@enddebtslavery1 @Dulce4Periculum @vmontef1 @AmemeHack Israel would be nothing without the US and the Zionazis that fund it !,1
@_yintii Bunch of kikes @YouTube,0
"Cold blooded ZioNazi murdering Bastard
 ❤️🇵🇸❤️.
#WeArePalestine
#freepalestine
#freegaza
#BDS
#Zionists
#landthieves
#murderers",1
"@APEastRegion If only the Hasidic Jews didn’t wear provocative clothing... they were asking for it, really",1
You soulless going to hell man. You are empty. You are doing to President Trump what the Jews did to Jesus-LYING!!!!!,1
"U.S. soldier killed in Kenya, Trump says nothing.

Jews attacked in New York, Trump stays quiet.

Earthquakes affect millions of U.S. citizens in Puerto Rico, zero from Trump.

It’s not that he’s not our President, it’s that we’re not his constituents.

He doesn’t care about us.",0
Kikes fear me.,1
"As we remember the #Holocaust even today there are those whose hatred of Jews has no limits - Holocaust deniers.

I see it everywhere. This sick guy is FB friends with a member of the Hol (Jenny Tonge) &amp; the head of SPSC (Mick Napier).

Note the Palestinian flag in his profile. https://t.co/MSEAfXSD7c",0
"@johnrcoats Halo!, the unroll you asked for: Thread by @18airbornecorps: 1 of 15: WE ARE ALL JEWS: THE STORY OF RODDIE EDMONDS One of the most moving and relevant… https://t.co/TtAqoX2oJ9. Enjoy :) 🤖",0
"👆 According to a new study, #MAGA The American dream of  kikes in the near future is a result of Tim Tams ! #FAKENEWS :( 👰 👰 🐖 👐 👢 💔 🎯 👂 🈶 ⏪",1
"NOTE, near NON jews DIED

they were NEEDED to spread own RUMOUR.",0
‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/w1QzElGBCZ,0
"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
900K Views
83K Kikes
50K Cmts 🔥🔥🔥
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",0
"Jesus Christ, if you are listening sitting in skies ,somewhere, please please come down now, jews are waiting for you, Christian’s are waiting for you, Muslims are waiting for you. In Pakistan 🇵🇰 Khatam e Nabuwat is a big issue because of you. If you come AHMADIYYAT will FINISH.",0
“FU*K KIKES” found today around noon spray painted on the front of an L.A. Synagogue on Pico. https://t.co/RgphLxIY6g,0
"This is a special time for people of different faiths: Christians celebrate Easter. Jews are marking Passover. Muslims will soon begin the holy month of Ramadan.

I appeal to religious leaders of all faiths to join forces for peace &amp; focus on our common battle against #COVID19. https://t.co/aS3xc5ghAU",0
"The only people who tell Jews “if you don’t like [country that isn’t Israel] then leave” are fascists, and Netanyahu.",0
🈲 FYI #MAGA The problem with kikes conceivably could have been due to how many times the tax payer can be betrayed xD FAKE . 👜 🌓 🔻 🚊 🙈 👟 🚁 🎽,1
@LillianRosengar Palestinian Authority Rewards Terrorists for Number of Jews They Kill https://t.co/pcW6ClWY0T,0
Is There a Crackdown Against China’s Kaifeng Jews? | Al Bawaba https://t.co/uGJ0LoLQlp,0
"@SirMosleyDrip @BasedFrogge They’re right.
They’re kikes.",1
💌   #randum The American dream of  kikes by and large is the brainchild of how many cheezels Malcom can fit on his fingers ! Bad :( 🎡 🚊 👝 😹 🚂 🌺,1
"A variant of don't-say-Jew-say-Zionist: 
""Don't say JewNazi, say Zionazi."" 
https://t.co/6azuUsD7yI",0
"@jeremycorbyn The BBC attacked Jeremy Corbyn 24/7  - let it rot!!

It's infested with zionazis",1
"https://t.co/y7qmWcXV7O

Its from the ashes of 6million murdered in the #Holocaust that the Jews grew strong&amp;grow stronger day by day
NEVER AGAIN MEANS JUST THAT, WE WILL NEVER ALLOW IT TO HAPPEN EVER AGAIN
#NeverAgainIsNow #NeverForget 
@netanyahu @realDonaldTrump @BorisJohnson https://t.co/CAyym0BAYR",0
I WENT TO MY NANY AND I WAS RUNNING AND SHR WAS KIKES TF ARE U OKAY AND U WAS IM IN A RUSH I ALWAYS WANTED TO SAU THUS EJFJJDJDJDJDJEUIDIDEU,0
@polish_truth @West_USA Communism and NAZIsm was created by Jews.,1
"@swilkinsonbc Those Zionazis will pay a hearty price for their atrocities. They are nothing but a bunch of killers , criminals and terrorists",1
"#ZionNazi:

The new #coronavirus is forcing more top ZioNazis into isolation after the apartheid regime’s health minister, who has had frequent contact w pro apartheid, genocidal maniac &amp; Hitler wannabe —Netanyahoo, tested positive

 https://t.co/nAjD2YtfGh",1
The ZioNazis are the best students of the Nazis; they learned from them all shades of racism and crimes and today they are the masters of evil on earth https://t.co/LiKI7zsKQf https://t.co/Bu3O1naIp6,1
@swilkinsonbc Zionazi #IsraeliCrimes https://t.co/q7Wl43vPhD,0
"@RichardBurgon @afneil This comment reminds me of you trying to defend your comment about Jews, which I believe Andrew managed to show your comments on video!!
Shame the last election was not really about the best but the least worse... was it also the worst defeat for Labour in the last 100 years?",0
"@syhawkes @crustycobs @jeremycorbyn Mossad agents got angry zionazis in #London Golders Green to join labour as fake members, then they orchestrated mass fictitious  AS allegations to artificially make large numbers of false complaints &amp; clog up the system - it was all planned. These fake member haven't renewed!",1
"Lots of interesting data here.
In short: Jews are still Democrats &amp; most disapprove of Trump &amp; will vote for any Dem. 

Jews don't mostly vote on Israel, but...almost all are pro-Israel &amp; majority disagree w/policies of Israeli government.
 https://t.co/jC9pqRagmP",0
"We Jews, we, the destroyers, will remain the destroyers forever.  Nothing that you will do will meet our needs and demands. We will forever destroy because we need a world of our own.

– Maurice Samuel, You Gentiles",1
@Rachael_Swindon @GrahamDurham He's also a zionazi,1
"A variant of don't-say-Jew-say-Zionist: 
""Don't say JewNazi, say Zionazi."" 
https://t.co/6azuUsD7yI",0
"@YourFriendZippy @MaierViv Whatever next for the Brits, schoolbooks banned for depicting Jews dating non-Jews? https://t.co/KL97BII5hI",0
"@Keir_Starmer @standardnews @JewishChron if You are not a Jew, they discriminate You!

boycott zioNaZis!
https://t.co/wObwGxfoDb",1
@EricJRacy @rosen_steve @JvpAction @jvplive @ACLUaz ZioNazi in the house!,1
@mojos55 There never is when the zionazi gangsters run the show.  He was smuggled out in a wheelchair and taken away by  ambulance.,1
"@GeographyNow So many Judeo languages on that map, undeniable that Jews were really important in the Arab world.",0
"Rashida, I dare you to speak out against the persecution of Christians and Jews throughout much of the world.

Will you?

I think we all know the answer to that.",0
Another zionazi pogrom,1
@uopib89 @yosighh I don't know how to feel tho its not my place to speak..I feel bad for the Jews because someone still needs to teach the children about the Torah. The numbers of Jews in the world (some not practicing) is painful to see,0
"@WhiteBastion @GiladAtzmon @SenSanders SOME Jews are parasitic for sure, but there are far more non-Jewish parasites in western society. Other Jews (Einstein being a classic example) have contributed disproportionately positively to our civilisation. https://t.co/5gdwRYKlFT",0
"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#BelaBaitulMaqdis_AlQuds
https://t.co/JXXuu7oas7",0
"Are you kidding? 
 
The Zionazis control our government and the Lamestream Media , so you do the math.",1
"The East London Mosque blasts the Adhan, Islamic Call to Prayer

This Saudi funded jihad center preaches hate towards, Jews, Christians, Hindus, LGBT, women, the west, hosted terrorists such as Anwar Al Awlaki, produced ISIS fighters, etc.

The mosque has more than 7,000 devotees https://t.co/72rKDfJrj1",0
says all the evil is coming from out of NEW YORK  and CIA HQ in virginia. =ZIONAZI'S.  i think he is right; and its been networking and spreading globally for around 120 years. https://t.co/GuizkH2ufy,1
".@Puddleglum55  WHAT? 

If you knew enough then you would know that the fault is all on the Zionazis. Read the History from 1917 to 1948.",1
🚻 SHOCKING!!! #lol The saddest thing about kikes in parliament will be due to Malcolm Turnbull ? Mad ? 🎲 🏡 👟 👏 🈚 🍄 👃 🉐 😿 ⚓ 🍁 🚤,1
"@nytimes Fuck the kikes, and fuck Passover.",1
"Incredible.

Thousands and thousands of Jews and allies marching across the Brooklyn Bridge to say #NoHateNoFear https://t.co/BGPedxW7Ar",0
There is no Adolf Hitler Foundation. The Jews respect themselves,0
@wherepond @Tibou12379939 @JuanCalosoooooo @parallelpond This Zionazi criminal is the most wanted terrorist on earth .,1
"Three six nine, niggas doing time. Pornographers are criminals who happen to be kikes. https://t.co/8tKBmL1K6O",1
"You never hear of Hindus or Sikhs being trouble makers, do you? Nor Jews. Hmm... not Buddhists either. Have I missed anybody out?",0
@marydifino Socialist Jews-haters like him,0
Imagine if there were even half of the attention paid to the huge rise in hate crimes against Jews and the massive anti-semitic response to the Sanders campaign as to the fact that random accounts with 8 followers on twitter are mean.,0
"Great analogy, Linda. Yes, the Jews were totally trying to get into Nazi Germany rather than flee it. #ThesePeopleAreNuts https://t.co/cDEQkCWaVq",0
@xxgamergirlxuwu Only 1 people can be so retarded that it makes me want to shill for kikes,1
You’re literally trying to be so problematic. Jews fast. Catholic fast. Christians fast. Educate yourself boo,0
@swilkinsonbc ZIONAZIS POGROMS AS LONG AS WORLD LEADERS KEEP SILENT ZIONAZIS POGROMS WILL CONTINUE,1
"@AngryBlackLady And, obvi, like you and me, a whole bunch of Jews.",0
"🐩 According to a new study, #MAGA The only thing preventing kikes (citation needed) is the fault of vaccinations rawr xd Hangery :) 🆖 🗼 🎩 🌛 ↔ 👖",1
"@Marshall_H15 Left as nomads, came back as godless thieves and murderers;
left as Jews, came back as parasitic profiteering zionists.",1
"@Ilhan You of course realize that Passover is about Jews leaving our oppressors to return to our indigenous homeland, Israel. Right? You realize the holiday ends with declaring “next year in Jerusalem”, yes? I’m being facetious. You’re so clueless.",0
"""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.

https://t.co/FtIeCftAxK",0
💒 IMO #TIL The media's biased view of kikes being rife with corruption is evidence of vaccinations . Mad :) 🌘 🌸 💁 👒 🐏 🈵 🚲 🐾 🎪 🌄 🚩 👑,1
"Jews don't proselytize, we just go, ""are you ***sure*** you're not Jewish???""",0
"@GraceBrodie ZioNazism is not Anti-Semitic (unless you consider these guys attached here to be anti-Semitic) ... I you do, you need a check up!! I await .@theSNP response ... @NicolaSturgeon @glasgowcathcart https://t.co/n5lJE6CAj1",1
"Nazis are out here impersonating Jews again to stir up animosity between Jews and non-Jewish Black people. Don't fall for their shit. Check out @/MayaHee8 to see an example of what this looks like so you know what to look out for, then report the fuck out of them.",0
👃 The TRUTH is out!! #randum The media's love affair with kikes arguably provides conclusive evidence of the inability of politicians to recognise the needs of a modern Australia,1
"ZioNazis are on the prowl, the Orcs are coming. Block. Block. Block. No argument. Just block.",1
🐙 FYI #lol The American dream of  kikes overall is a result of (((THEM))) :) Bad ? 🆒 🚣 🔵 👀 🌓 🔡 🌷 🌀 🚑 💘 🐒 🈴,1
"@IfNotNowOrg Funny coming from occupiers of the Lenape lands, against Jews living in Judea.",0
"@ScottMGreer Jews consider Rome/Italy/Christianity modern day Esau/Edom and want to destroy it. Israel is not your friend 
@ScottMGreer... https://t.co/llzzxNBP65",0
"""There is not a person on earth who has a rational explanation for how the Jews found their way back to their land and, in 70 short years, turned it into a world powerhouse."" - Amir Tsarfati #thedayapproaching https://t.co/DAFAopwgRa",0
"Regardless of the current story we hear, the Polish assistance to the Jews during the Ghetto Uprising was vital and determined. 

Without Polish aid, there would be no real uprising. 

Poles also fought and died in this crucial event and should be identified for their heroism.",0
@gemmaod1 @Piers_Corbyn useful idiots working for the bloody communist kikes,1
"""Dear British Jews, 
we are so furious you have a voice. Why don't you shut up? 
Signed: middle-class Guardian readers, Corbyn supporters, with all our 8 Twitter accounts per person"".",0
↕ Share This: #TIL The one thing stopping kikes (citation needed) should have been thicc ladies in parliament rawr xd #prank ? 🐪 🐾 🐯 💕 💔 🚝 💃 🐉,1
"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.

Today and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",0
@MARKOFBLADEZ @EK1GamingTV I’d say content and views count more than subs I’d sooner have 30 k. Jews and 1k followers,0
"🚑 Without a doubt, #TIL The best thing about kikes (I heard this from a friend) provides conclusive evidence of cucks rawr FAKE :) 🌼 👞 🐓 🌼 🚍 🇷🇺",1
@NinEverything @NinEverything you're a bunch of kikes,1
"Today marks Holocaust Remembrance Day and 75 years since the liberation of Auschwitz. As we remember the six million Jews that were murdered in the Holocaust, let us recommit to the promise of ‘never again’ by working to eliminate anti-Semitism and bigotry wherever we see it.",0
@david_starof A Zionazi calling me a Nazi  nothing new. In your past life you were definitely a Member of the Jewish Council,1
"@Sifill_LDF Can you explain why you think terrorists who attack Jews should be immediately let free? Can you also explain why you would promote this piece from @MaraGay , when she doesn’t even mention the lynchings of Jews as the controversy?",0
"Justice is served!

Hezbollah terrorists dressed up as Orthodox Jews in Beirut in a racist stunt aimed at inciting people against 🇮🇱&amp;🇺🇸 but got beaten up by people on the street who are anti-Semites themselves...😂

What goes around comes around... https://t.co/AjxA84oNRU",0
"@w_palestine @stockynine ""And of course, no children were hit because the dirty kikes don't shoot at random like we do! And because of that no one cares that we complain!"" [sarcasm]",0
@CarolineGlick @jack Can you imagine if the algorithm was programmed to deal with people who call Jews “termites”.,0
"11 million people, including 6 million Jews, were murdered during the Holocaust. We must never forget, and we must always stand against anti-Semitism wherever it occurs. https://t.co/jn5Tqgf5mw",0
@Jillian39394109 @chicagotribune @marclamonthill What's your position on zionazis?,1
Utterly Evil Apartheid Israel ZioNazi's deliberately floods hundreds of acres of farmlands in Gaza attempting to further starve out the State of Palestine citizens. https://t.co/6rKgvCfMcC #BDS #Boycott All #Zionist Culture,1
"Israel stands tall because Jews never normalised the atrocites committed on them. Neither did they forgive or forget their tormentors &amp; enemies.

You wont see a Hitler Road in Israel like you see places named after Khilji, Tughlaq, Moghuls in India.",0
Old which hunts down Jews with fake virus.,0
"#RealGod_Is_InForm
👇👇👇✔🙄
There were humans before Adam and Eve. All Christians, Muslims, and Jews are the grandchildren of Adam. That is why they believe that Adam was the first human which is actually not true.
       @SaintRampalJiM https://t.co/trAFGm661a",0
Anti-Semite CNN contributor refers to Jewish Stephen Miller as “it.” This is the same way Hitler spoke about Jews. Ana Navarro is a literal Nazi.,0
@abdullahadam Ultra orthodox jews - heavily over represented in corona infections in New York and Tel Aviv,0
"Netanyahu is a thug.

This has nothing to do with Israel, Israelis, or Jews generally. Netanyahu is simply a thug, a liar, a criminal, and—most importantly for Americans—someone who secretly meddled in the 2016 presidential election to help elect Trump. (See PROOF OF CONSPIRACY.)",0
Fuckin kikes man🤦🏻‍♂️,1
This ZioNazi US Mafia head will use every dirty blackmail trick in the book. The #Iraq people must not cave in.(#Trump threatens Iraq with ‘very big sanctions’ unless it pays back BILLIONS..) https://t.co/LSmUsqwq4h #CapeTown #SouthAfrica,1
@Shenaz10 @Arash_Maz Does this give the zionazi sadist a fix does it? warn/graphic https://t.co/BJZzKrWQqy,0
"The Nazis murdered millions of Jews because they were ""unwanted.""

We murder millions of unborn babies because they are ""unwanted.""

People are valuable not because they are ""wanted"" but because they are people.",0
"For months the Jewish communities of NYC begged the city administration for increased NYPD presence, as Jews were getting smashed in the head with bricks. We were told the manpower was unavailable. Today that was shown to be a lie. https://t.co/NYQX9qYsKS",0
"Jews deported by the German Nazis for extermination to #Auschwitz were in most cases promised new life &amp; illusion of resettlement. The unaware victims packed their suitcases to start their new lives... and set up their new kitchens.

Hope was used in Auschwitz as a deadly weapon. https://t.co/JkoY9iUzcD",0
🌘 Trust me on this: #Syria The media's slanted view of kikes unsurprisingly is 100% the fault of back-stabbing ! Mad :) 〽 💕 🏈 🏩 🆙 👒 🐟 💓 🚈 🈴,1
"Those who say @UKLabour is not a safe place for Jews are right, but not in the way they think. Labour is not a safe place for left-wing Jews who champion the human rights of Palestinians.

#istandinsolidaritywithjobird

https://t.co/KzIQaveXoY",0
"""Use your socks as face masks""
   Zionazi Israeli jailers to their Palestinian prisoners",1
Now is the moment to speak out and show your support for Palestinians and say: Not in my name: Jews &amp; allies reject apartheid. #NoApartheidPlan                        https://t.co/JV4UPg8TGD https://t.co/mjmOu8GTfk,1
Antizionism is descending into flat earth territory in order to deny that Jews are indegenous to Israel and have a long history here:,0
"@TimidPoster99 @mjw762 ""Yes, yes...  I ALREADY said 'gas the kikes' AND 'race war now'...  No, they still won't tell me where the Big Igloo is."" https://t.co/qNUHnw6EQp",1
"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies https://t.co/28af7bGWin",0
“FU*K KIKES” found today around noon spray painted on the front of an L.A. Synagogue on Pico. https://t.co/RgphLxIY6g,0
"@edolinsky I can't even imagine if on national TV, even the local one in #USA someone would say that ""kikes"" or ""niggers"" invented #COVID19 #coronavirus. Such #antisemitism, #racism, ignorance, lack of basic knowledge is shocking and yet not surprising. #Lviv is known for #hate. #Ukraine",0
"1. How do ppl end up HERE w/o recognizing this is some racist sh*t that parallels claims made abt Jews in Mein Kampf?
2. Why IN  HELL do folks fr historically marginalized grps think re-racializing or centering sex, etc re every problem human behavior is a great f*cking idea?!? https://t.co/s7VmOtQxPW",0
"Europeans don't even know they contributed exponentially more than all peoples combined including Jews -- every major epoch in history: Greek miracle, Roman Law, Catholic invention of universities, Renaissance, Discovery of World, Modern Science, Industrial Rev.

#Jews #Europeans https://t.co/kmE91iUtep",1
@Gabru_Ca @aberlourbear I think hes insinuating that the world would be better off if all East Asians were killed like the kikes,1
@AFunnyValentine @Squill_whispers Sure it is they helped him form the final solution for the Jews...they had much to do with WW2,0
"ZioNazis are on the prowl, the Orcs are coming. Block. Block. Block. No argument. Just block.",1
🌵 EXPLAIN THIS: #Syria The media's slanted view of kikes perhaps is the sale of drugs xD Angry :( ↪ ⚠ 🔡 🈴 🐊 🐣 🌽 🔷 🐭 👽 👟 🚦,1
"“De Blasio didn’t threaten Jews. He only threatened Jews who practice their religion publicly.”

This is the defense I’m reading today, and it’s... something.",0
@RandyT850 @BernieSanders Why do you hate Jews so much?,0
© EXPLAIN THIS: #MAGA The media's love affair with kikes by and large is vaccinations ? Fad :( ✈ 💁 💥 🔤 🌲 🏡 ⛅ 🌛 🚐 🐓 🍅 ⛵,1
@MurdochBare @Lolocaustianity God dam these evil 666 kikes!,1
"@MartianOvrlord @undeadscribe She's no Zionazi, so absolutely.",1
